,AL0D_1_GLbulkRNAseq_sub,AL0D_2_GLbulkRNAseq_sub,AL0D_3_GLbulkRNAseq_sub,AL0D_5_GLbulkRNAseq_sub,AL0R_1_GLbulkRNAseq_sub,AL0R_2_GLbulkRNAseq_sub,AL0R_3_GLbulkRNAseq_sub,AL0R_4_GLbulkRNAseq_sub,AL40D_1_GLbulkRNAseq_sub,AL40D_2_GLbulkRNAseq_sub,AL40D_3_GLbulkRNAseq_sub,AL40D_5_GLbulkRNAseq_sub,AL40R_1_GLbulkRNAseq_sub,AL40R_2_GLbulkRNAseq_sub,AL40R_3_GLbulkRNAseq_sub,AL40R_4_GLbulkRNAseq_sub,W0D_1_GLbulkRNAseq_sub,W0D_2_GLbulkRNAseq_sub,W0D_3_GLbulkRNAseq_sub,W0D_4_GLbulkRNAseq_sub,W0R_1_GLbulkRNAseq_sub,W0R_2_GLbulkRNAseq_sub,W0R_3_GLbulkRNAseq_sub,W0R_5_GLbulkRNAseq_sub,W40D_1_GLbulkRNAseq_sub,W40D_2_GLbulkRNAseq_sub,W40D_4_GLbulkRNAseq_sub,W40D_5_GLbulkRNAseq_sub,W40R_2_GLbulkRNAseq_sub,W40R_4_GLbulkRNAseq_sub,W40R_5_GLbulkRNAseq_sub
Bra003661,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Bra003662,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5
Bra003663,0,0,1,3,0,0,0,2,1,4,0,2,2,0,0,1,7,0,1,0,0,1,1,0,1,3,7,0,0,0,0
Bra003664,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Bra003665,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Bra003666,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,1,0,0,0,0
Bra003667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003669,6,0,3,0,0,1,0,1,1,2,0,0,1,2,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bra003670,40,10,54,17,15,15,22,31,40,2,4,14,16,18,92,8,43,15,17,16,18,3,13,7,26,66,49,21,9,6,63
Bra003671,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,3,1,1,1,4,1
Bra003672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
Bra003673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003674,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2
Bra003675,3,1,2,1,1,3,2,8,3,3,5,2,1,1,3,8,2,1,5,4,6,1,2,0,2,7,8,2,4,2,5
Bra003676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Bra003678,1,2,1,0,1,1,2,9,1,1,0,0,0,2,0,3,6,1,6,0,5,1,1,5,4,8,11,0,6,2,2
Bra003679,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,2,0,3,0,1,0,0,3
Bra003680,0,0,1,0,0,1,0,1,2,0,3,1,4,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,1,1
Bra003681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,1,0,2,0,0,1,12,0,5,0
Bra003682,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,1,1,4,0,1,1,0,8
Bra003683,0,1,3,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,4,5,1,1,0,8
Bra003684,0,0,1,1,1,4,1,3,0,2,3,3,2,1,0,2,6,0,3,2,7,1,0,3,1,5,8,0,9,11,19
Bra003685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003687,2,3,1,4,0,1,2,0,1,1,5,1,2,2,1,3,0,2,2,2,1,0,3,0,3,2,0,1,5.96,0,6
Bra003688,0,0,2,3,0,0,1,0,2,1,4,0,1,1,5,0,1,2,1,2,0,1,0,0,0,6,7,4,1,1,8
Bra003689,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,1,0,0,0
Bra003690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra003691,1,1,2,0,0,1,0,2,2,0,2,5,0,1,0,1,1,1,1,0,0,4,0,2,6,8,5,0,2,3,3
Bra003692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bra003693,1,6,3,5,3,0,1,6,3,3,2,4,0,0,2,2,4,3,5,7,2,3,3,0,12,6,7,5,4,2,13
Bra003694,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,1,1,1,1,2,1,2,3,0,0,3,1,1,2,0,1
Bra003695,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,1,1,0,0,1,4
Bra003696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003698,0,0,3,0,0,0,0,2,2,0,0,0,1,0,0,3,2,1,0,0,1,0,1,0,1,9,4,1,1,0,11
Bra003699,5,0,9,1,1,2,2,3,1,3,0,2,0,1,3,2,0,5,0,2,0,0,0,0,0,4,2,0,2,0,5
Bra003700,0,0,2,1,0,0,0,2,0,2,1,0,0,0,0,1,0,1,3,0,1,0,3,3,3,1,1,1,2,2,1
Bra003701,3,0,4,0,9,5,15,11,1,0,14,6,0,12,5,3,13,18,7,13,14,22,13,20,45,26,12,18,14,25,6
Bra003702,3,3,14,3,0,1,9,6,14,1,6,0,7,14,4,0,1,4,4,4,0,2,0,0,4,6,0,2,1,0,0
Bra003703,13,26,30,11,13,18,26,59,26,13,25,17,40,24,23,37,30,26,76,27,27,40,17,29,22,42,44,16,31,37,51
Bra003704,2,0,3,0,0,1,0,1,0,1,2,3,0,0,0,0,2,0,1,0,0,2,1,0,0,1,2,0,0,0,3
Bra003705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7
Bra003706,3,2,10,3,4,6,6,9,9,3,3,2,1,0,1,2,8,5,1,4,1,2,5,4,2,18,16,2,5,8,28
Bra003707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra003708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003710,0,1,3,1,0,1,1,2,0,0,2,0,0,0,1,1,3,0,0,0,0,0,1,0,1,4,3,4,2,1,4
Bra003711,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,1
Bra003712,0,0,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,5,0,3,0,0,4,3,2
Bra003713,1,0,5,1,0,2,4,1,1,4,4,2,2,0,1,1,2,2,0,0,2,2,1,0,0,1,3,0,2,1,0
Bra003714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Bra003715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003716,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bra003717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1
Bra003718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Bra003719,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bra003720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003721,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003724,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Bra003725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003726,0,0,0,0,2,0,3,2,0,2,1,4,0,1,0,2,1,0,0,0,0,1,1,0,1,2,2,0,3,0,3
Bra003727,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Bra003728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
Bra003729,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0
Bra003730,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
Bra003731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003732,1,0,4,0,1,1,4,8,1,0,1,0,1,0,1,2,3,0,2,2,2,3,2,11,4,16,7,1,3,8,11
Bra003733,1,4,7,1,4,0,3,8,6,0,9,6,4,3,5,6,5,5,2,4,2,2,5,11,4,15,25,5,3,4,30
Bra003734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Bra003735,5,7,13,8,8,10,6,20,16,10,13,11,21,1,12,9,10,13,13,3,10,6,18,15,5,19,26,3,13,13,44
Bra003736,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
Bra003737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bra003738,2,5,6,3,4,2,2,1,8,4,7,4,3,1,3,1,12,1,6,6,5,3,0,4,7,22,14,2,0,2,17
Bra003739,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
Bra003740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bra003742,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Bra003743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003745,1,0,2,2,1,1,0,4,3,0,0,1,1,0,0,0,6,3,2,1,5,0,3,0,4,5,4,0,1,2,4
Bra003746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra003747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003748,0,1,3,1,0,0,3,7,5,0,3,0,3,3,1,3,1,3,1,3,4,4,2,3,3,5,6,2,2,2,11
Bra003749,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003750,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,2,0,1,0,0,1,0,1,0,1,2,1,2,1,2
Bra003751,1,0,0,0,1,0,1,2,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,1
Bra003752,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0
Bra003753,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,2,4,0,0,0,0,1,3,1,0,0,0,1
Bra003754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0
Bra003755,1,3,1,1,1,0,2,0,1,2,1,2,2,0,1,2,5,1,6,3,3,4,1,3,1,6,5,1,5,3,7
Bra003756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003757,1,0,1,0,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,2,14,0,0,1,5
Bra003758,2,4,2,2,2,1,2,3,4,2,3,3,1,0,6,0,4,0,2,1,1,0,1,0,1,15,25,3,3,1,4
Bra003759,1,1,0,5,0,0,3,1,0,2,1,1,1,0,1,3,3,1,0,0,1,2,0,6,5,3,1,1,1,4,5
Bra003760,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Bra003761,1,1,0,0,0,0,0,2,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0
Bra003762,0,0,2,0,0,0,1,1,2,2,0,2,1,0,2,0,3,2,0,1,0,0,0,0,1,6,3,0,0,3,1
Bra003763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003764,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,0,2,2,0,0,2
Bra003765,8,8,6,6,7,4,6,11,5,7,15,3,12,1,4,8,12,8,8,8,17,4,29,53,18,4,14,15,11,37,24
Bra003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
Bra003767,7,2,12,1,1,3,5,6,8,4,4,1,3,0,0,3,4,2,1,5,1,1,2,1,3,23,10,1,3,1,10
Bra003768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,3
Bra003770,0,0,0,0,0,2,0,1,2,0,1,0,4,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,2
Bra003771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003772,0,0,2,0,0,1,1,0,2,3,2,0,0,2,0,1,0,0,1,0,1,1,1,3,1,0,1,0,0,2,3
Bra003773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003776,6,4,9,1,3,4,5,6,11,4,3,4,8,0,12,4,8,6,5,8,3,1,2,0,4,29,26,4,5,1,5
Bra003777,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Bra003778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003779,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,3,1,0,0,0,2,0,0,0,1,1,1,0,3,2
Bra003780,2,7,4,4,1,6,2,3,5,2,4,4,4,2,2,4,3,2,4,4,8,4,10,1,1,2,6,9,4,8,5
Bra003781,0,0,3,2,0,1,1,8,1,1,0,1,5,0,3,2,7,0,2,3,3,4,2,0,3,9,5,0,1,3,8
Bra003782,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bra003783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003785,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2,0,1,0,1,0,0,1,4,3,0,0,0,4
Bra003786,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,2,5,2
Bra003787,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Bra003788,2,1,3,1,2,0,2,2,0,1,1,0,1,1,1,1,5,1,0,1,1,0,0,0,3,4,11,1,1,3,3
Bra003789,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0
Bra003790,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1,0,1,0,0,1,1,1,0,4,2,2,0,0,0,3
Bra003791,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Bra003792,0,0,3,0,2,2,0,8,0,6,6,2,2,4,2,3,0,6,0,0,4,3,3,1,1,0,0,1,0,1,0
Bra003793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,2,0,1
Bra003794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003796,0,2,1,1,0,0,0,3,2,1,1,1,0,0,0,0,0,2,2,1,0,0,1,3,1,3,3,0,1,2,3
Bra003797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra003799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bra003800,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,1,0,0,1,1,0,1,0,0,2,0,1,0,0
Bra003801,3,0,2,6,1,1,4,4,2,3,1,3,0,3,2,0,1,5,4,6,9,6,9,43,5,4,1,2,2,13,7
Bra003802,1,0,2,0,1,0,0,6,5,1,8,3,2,1,0,1,7,4,7,2,7,6,12,20,7,4,5,0,6,19,30
Bra003803,0,1,0,2,4,0,0,2,3,1,5,2,0,1,2,0,0,0,6,2,3,2,0,0,2,7,2,0,5,9,2
Bra003804,1.99,0,3,3,1,0,4,6.99,2,1.99,1,2.99,3,2,0,0,2,2,1,0,2,2,2,1,3,4,6,0,1,0,11
Bra003805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,2
Bra003807,6,7,6,0,0,4,4,1,7,8,6,4,0,6,17,0,1,2,5,5,2,1,2,0,3,8,7,1,7,0,15
Bra003808,1,2,4.96,6.92,1,4,4,19.83,7,3,1,2.65,7,0,2,4,8,5,3,8,4,2.97,8.93,8,20,10,15,1,17.93,4,28
Bra003809,0,1,5,1,1,1,3,2,2,1,1,0,0,0,0,0,1,1,0,4,4,0,2,0,5,7,7,2,1,0,9
Bra003810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bra003811,0,0,0,0,0,0,0,0,0,0.84,0,0,0,1,0,0,6,1,0,0,0,3,3,2,1,0,0,0,1,0,2
Bra003812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bra003813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10
Bra003814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,3,2,1,0,1,8
Bra003815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,5,2,0,1,0,2,1
Bra003816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra003817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bra003818,0,0,2,7,1,1,2,1,0,0,0,3,3,1,0,0,6,5,7,4,4,3,2,5,6,4,1,2,2,15,3
Bra003819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Bra003821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bra003822,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,6,3,1,0,0,3
Bra003823,0,1,0,0,0,2,3,3,0,5,2,1,0,0,2,1,4,1,0,2,4,1,1,0,4,8,4,1,6,1,4
Bra003824,3,0,0,0,0,1,1,1,1,0,1,3,0,1,0,0,4,3,6,1,2,2,2,8,4,2,2,0,3,2,6
Bra003825,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,0,2,1,0
Bra003826,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bra003827,0,0,1,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2
Bra003828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bra003830,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,3
Bra003831,0,0,0,0,0,0,0,2,3,0,2,1,2,0,0,0,0,1,1,1,2,2,0,0,0,4,3,0,1,1,2
Bra003832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003833,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0
Bra003834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bra003835,4,8,10,3,3,4,2,3,8,6,4,9,3,2,5,1,5,5,3,2,1,0,1,3,1,22,27,6,3,2,4
Bra003836,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bra003837,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Bra003838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003840,0,1,1,2,2,1,0,0,3,0,1,0,0,0,0,2,14,6,2,0,2,0,2,0,1,21,3,4,1,4,2
Bra003841,1,0,0,0,0,2,1,0,1,1,1,1,3,1,1,0,3,3,0,2,0,1,1,1,0,1,4,1,1,3,2
Bra003842,0,2,3,0,1,0,0,2,2,3,0,0,1,1,1,0,0,1,1,0,2,0,0,1,1,1,1,1,0,0,0
Bra003843,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,3,0,3,1,2
Bra003844,0,2,4,0,0,2,3,4,4,0,3,2,2,0,0,1,9,0,3,2,2,0,0,4,3,18,7,3,2,5,18
Bra003845,2,11,5,2,4,0,4,0,1,3,0,5,3,2,0,3,0,0,1,5,0,0,0,0,2,5,6,0,1,0,0
Bra003846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Bra003847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003848,2,0,3,0,0,0,0,0,0,0,0,4,0,2,1,0,1,2,2,0,0,2,0,0,0,1,2,0,9,4,5
Bra003849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003850,1,0,3,1,1,0,1,1,0,2,3,2,5,4,1,3,0,2,1,0,0,1,0,0,3,3,3,1,4,2,1
Bra003851,1,4,1,3,1,1,0,7,1,0,3,4,3,1,2,3,4,1,0,5,2,1,1,3,2,6,6,0,10,1,10
Bra003852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,1,0,0,0,1
Bra003853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra003854,1,1,5,0,1,2,0,1,3,0,2,3,4,0,0,0,7,0,0,1,2,0,0,2,1,6,17,0,4,4,12
Bra003855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bra003856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
