"","SRR4417242","SRR4417238","SRR4417240","SRR4417241","SRR4417237","SRR4417239","SRR4417243","SRR4417244"
"Bra004741",1150,915,1165,838,1212,1214,2665,1387
"Bra004742",47,75,107,43,100,85,174,108
"Bra004743",54,64,48.04,32,82,64,105,108
"Bra004744",136,712,532,542,358,259,416,480
"Bra004745",13,57,63,16,84,45,66,49
"Bra004746",141,262,314.93,103,319.64,180,369,335.81
"Bra004747",195,269,369,164,475,318,638,287
"Bra004748",14,23,28,14,20,23,47,34
"Bra004749",564,951,946,452,760,789,1230,1520
"Bra004750",3028.74,1279.44,1197.47,1247.52,1519.69,1811.06,3608.53,2386.95
"Bra004751",87,82,97,57,125,107,187,122
"Bra004752",202.37,68,53,61,84.5,129.92,120.31,103
"Bra004753",1,1,4,1,0,1,0,1
"Bra004754",0,0,0,0,0,0,1,0
"Bra004755",13,20,40,13,54,31,61,16
"Bra004756",13,1,15,5,5,3,13,11.01
"Bra004757",144,45.5,50.5,100.19,100.61,62,82,137.5
"Bra004758",193.17,201.14,273.46,235.75,296.24,232.28,349.31,343.16
"Bra004759",798,547,714,510,789,594,1969,1364
"Bra004760",34,58,64,33,64,37,115,68
"Bra004761",478,394,484,336,561,479,1082,614
"Bra004762",413,340,496,349,571,498,1176,602
"Bra004763",74.48,66.09,134.22,54.14,116.12,99.38,208.76,119.72
"Bra004764",0,0,0,0,0,0,0,0
"Bra004765",2,0,0,0,0,1,2,1
"Bra004766",151,297.55,341.66,188.69,384.03,326.39,343.74,199.78
"Bra004767",105.95,127,239.6,92.11,176.36,137.81,380.89,228.04
"Bra004768",31,32,160,38,35,18,50,113
"Bra004769",0,1,1,0,0,0,0,0
"Bra004770",36,35,41,78,38,46,372,208
"Bra004771",125,75,812,181,71,110,171,192
"Bra004772",11.46,0,0,1,0,3,20,5
"Bra004773",3.54,0,0,0,0,0,8,0
"Bra004774",0,0,2,1,0,0,0,0
"Bra004775",57,97,126,57,154.88,57,120.8,85.78
"Bra004776",1170,628,747,892,741,976,1825.86,1676
"Bra004777",1,0,2,0,0,0,0,0
"Bra004778",334.29,477,599.57,423.18,653,608.97,973.79,605.48
"Bra004779",0,0,0,0,0,0,0,0
"Bra004780",0,1,0,0,0,0,1,1
"Bra004781",1230.12,936.49,1144.89,905.49,1061.93,1127.97,2900.49,1511.59
"Bra004782",209,138,209,115,179,164,568,225
"Bra004783",548,439,518,231,547,329,1270,542
"Bra004784",289,298,339,140,316,406,628,278
"Bra004785",189,156,242,164,292,261,356,240
"Bra004786",346,447,317,216,547,477,1020,660
"Bra004787",0,0,2,0,3,1,0,2
"Bra004788",27,33,20,36,41,38,19,57
"Bra004789",0,0,0,0,0,0,0,0
"Bra004790",1,1,0,0,0,0,0,0
"Bra004791",0,0,0,0,0,0,0,0
"Bra004792",154.11,264.21,158.05,208.39,167,499,1026.66,646.24
"Bra004793",0,0,0,0,1,0,2,1
"Bra004794",452.39,458.65,527.12,389.94,524.81,548,1235.54,705
"Bra004795",1112,1308,1778,1050,1820,1400,2685,1707
"Bra004796",293,265,315,182,354,296,681,380
"Bra004797",24,23,20,15,35,29,38,30
"Bra004798",0,0,0,0,0,1,1,2
"Bra004799",4,3,2,3,1,4,15,3
"Bra004800",62,73,87,48,105,79,179,91
"Bra004801",74,88,120,59,104,75,186,105
"Bra004802",0,0,0,0,0,1,0,0
"Bra004803",97,108,135,65,97,131,97,102
"Bra004804",1126,1109,1237,851,1615,1157,2467,1561
"Bra004805",1426,1844,2095,1292,2292,2016,3587,2508
"Bra004806",795.25,995.79,1166.33,533.83,1317.34,871.32,1579.28,1239.18
"Bra004807",90,62,120,45,119,108,230,138
"Bra004808",382,338,446,247,330,388,862,462
"Bra004809",204,125,165,128,217,180,457,263
"Bra004810",497.7,555.27,609.94,407.68,966.41,710.64,1259.45,654.83
"Bra004811",60,58,57,47,94,62,143,90
"Bra004812",332,518,598,347,559,483,859,626.74
"Bra004814",0,0,0,0,0,0,0,0
"Bra004815",67,65,57,88,66,65,140,107
"Bra004816",1,0,0,0,1,0,1,1
"Bra004817",340,396,557,353,495,405,849,571
"Bra004818",0,0,2,0,2,0,3,2
"Bra004819",54,42,908,27,20,66,63,20
"Bra004820",0,0,0,0,0,0,0,0
"Bra004821",0,1,0,0,1,1,0,0
"Bra004822",135,152,230,99,180,174,297,196
"Bra004823",355,380,523,218,331,361,949,558
"Bra004824",137,245,200,165,262,240,389,379
"Bra004825",0,0,0,0,0,0,0,0
"Bra004826",4,0,14,0,0,0,2,19
"Bra004827",0,0,0,0,0,0,0,0
"Bra004828",0,0,0,0,0,0,0,0
"Bra004829",516,322,549,251,490,442,883,501
"Bra004830",125,109,139,90,161,121,242,166
"Bra004831",185,199,301,164,214,251,443,296
"Bra004832",131,161,204,136,203,153,366,192
"Bra004833",2,1,95,18,4,0,0,16
"Bra004834",9,3,1,1,2,5,7,8
"Bra004835",243,543,606,329,395,415,1163.99,584.3
"Bra004836",38,109,68,98,142,148,119,204
"Bra004837",14,22,11,33,83,14,16,28
"Bra004838",1,0,30,1,0,0,0,1
"Bra004839",399,581,995,499,508,571,1517,860
"Bra004840",58,170,241,30,149,84,182,81
"Bra004841",420,850,956,718,876,808,1100,833
"Bra004842",0,0,0,0,0,0,0,0
"Bra004843",285,251,257,198,393,297,606,407
"Bra004844",0,0,0,0,0,0,0,0
"Bra004845",0,0,0,0,0,0,0,0
"Bra004846",0,0,0,0,0,0,0,0
"Bra004847",7,5,5,3,3,2,30,5
"Bra004848",31,47,27,19,80,53,68,60
"Bra004849",26,28,38,25,40,39,57,35
"Bra004850",319.47,299.81,375.24,242.48,429.02,369.69,832.79,522.78
"Bra004851",187.43,232,219.95,193,312,229,555.25,328.38
"Bra004852",134,191,239,108,236,210,365,163
"Bra004853",260,264,203.1,283,324,310,739,429.56
"Bra004854",100,129,197,87,194,97,208,130
"Bra004855",105,105,137,102,153,143,223,157
"Bra004856",175,112,208.75,91,196,145.76,306,222.79
"Bra004857",15,11,21,9,20,12,33,27
"Bra004858",477,510,546,423,756,647,1223,780
"Bra004859",332,280,386,221,376,317,644,389
"Bra004860",0,0,0,0,0,0,0,0
"Bra004861",0,0,0,0,1,0,1,2
"Bra004862",2,1,2,2,1,0,4,0
"Bra004863",17,35,14,17,17,31,51,35
"Bra004864",21,13,24,19,36,20,56,40
"Bra004865",576,604,539,529,700,693,1526,1022
"Bra004866",0,1,1,3,0,0,1,3
"Bra004867",0,1,0,0,0,0,0,0
"Bra004868",0,0,0,0,0,0,0,0
"Bra004869",0,0,2,0,0,0,1,1
"Bra004870",0,0,0,0,0,0,0,0
"Bra004871",32,71,111,37,100,60,101,60
"Bra004872",219,264.57,402.33,139,434.53,216.11,485,375.95
"Bra004873",0,0,0,0,0,0,0,0
"Bra004874",15,43,37,31,48,47,47,38
"Bra004875",329,299,396,268,353,293,812,419
"Bra004876",0,0,0,0,0,0,0,0
"Bra004877",0,1,0,1,0,0,0,1
"Bra004878",31,38,44,20,28,25,74,41
"Bra004879",489,466,697,391,669,576,1292,800
"Bra004880",319,303,495,302,446,401,720,441
"Bra004881",91,151,274,129,282,149,338,289
"Bra004882",148,173,160,142,306,216,435,249
"Bra004883",131,146,187,113,207,170,312,180
"Bra004884",336,541,663,322,760,556,1139,601
"Bra004885",34,23,29,29,17,19,56,60
"Bra004886",32,55,63,54,48,44,148,79
"Bra004887",17,31,27,20,26,33,48,20
"Bra004888",9,14,30,20,15,43,29,15
"Bra004889",13,21,16,13,23,15,10,25
"Bra004890",0,0,0,0,0,0,0,0
"Bra004891",0,0,0,0,0,0,0,0
"Bra004892",1161,573,652,453.43,501.85,555,1800,1360
"Bra004893",238,293,369,201,473,278,556,419
"Bra004894",516,797,958,458,897,746,1401,853
"Bra004895",125,115,144,113,209,173,331,148
"Bra004896",105,145.08,213,60,212.73,145,212.43,127.24
"Bra004897",79,104,129,47,138,92,170,115
"Bra004898",148,193,288,107,351,232,406,278
"Bra004899",275.08,240.17,279.69,355.83,349.27,372.53,855.31,504.09
"Bra004900",143,40,42,76,112,125,102,150
"Bra004901",410,508,545.52,276,851,527,853,665
"Bra004902",496.01,425.59,401.63,332.24,713.83,562.96,1153.24,938.68
"Bra004903",70,43,34,58,22,102,217,112
"Bra004904",0,0,1,0,0,0,0,0
"Bra004905",17,26,47,22,42,43,53,40
"Bra004906",60,77,91,45,106,52,159,77
"Bra004907",8,23,32,24,25,25,51,40
"Bra004908",0,0,0,0,0,0,0,0
"Bra004909",1,0,0,3,0,0,14,4
"Bra004910",6,4,8,5,7,3,6,16
"Bra004911",0,0,2,1,0,0,1,1
"Bra004912",25,64,108,40,157,21,18,77
"Bra004913",1,0,3,5,2,6,7,1
"Bra004914",116,104,101,118,145,148,312,216
"Bra004915",1198,942,1038,1216,2950,1081,2843,1921
"Bra004916",60,35.75,38.4,16,61,36,110.98,94.98
"Bra004917",107,103,193,87,183,104,179,146
"Bra004918",137,100,173,75,97,129,294,185
"Bra004919",2,0,1,0,1,2,0,2
"Bra004920",1617,1701,1555,1436,2231,2173,4191,2471
"Bra004921",2632,3906,3999,3117,5748,6509,9075,3484
"Bra004922",19,3,2,5,8,6,1,6
"Bra004923",1,13,5,8,6,19,9,9
"Bra004924",163,82,68,168,62,362,854,244
"Bra004925",17,7,3,4,12,7,10,8
"Bra004926",413,435,489,300,609,460,783,526
"Bra004927",46,326,363,130,502,229,109,115
"Bra004928",36,93,129,71,227,73,155,73
"Bra004929",179,143,179,155,238,223,299,259
"Bra004930",76,90,100,94,128,124,232,140
"Bra004931",89,51,67,95,89,79,227,153
"Bra004932",137.38,191.88,340.44,574.14,312.51,248.02,397.26,317.59
"Bra004933",94,67,96,86.97,85,59,194.81,165.65
"Bra004934",50,112,125,92,175,96,169,97
"Bra004935",124,163,251,123,211,139,327,209
"Bra004936",0,1,1,0,4,3,1,2
"Bra004937",359,325.52,458,291,421,343,876,548
"Bra004938",185.01,162.52,222.31,119.58,301.54,189.23,380,222
"Bra004939",92,22,31,39,54,40,49,55
"Bra004940",1777,1050,1415,1181,1709,1415,2835,1871
"Bra004941",17,9,11,0,12,0,14,18
"Bra004942",1,0,2,1,2,0,0,3
"Bra004943",0,0,0,1,0,0,0,0
"Bra004944",219,161,206,164,334,174,432,297
"Bra004945",11,15,18,13,16,10,40,9
"Bra004946",41,82,107,73,78,43,89,90
"Bra004947",388,550,813,516,782,634,1435,663
"Bra004948",3,4,8,5,6,6,15,8
"Bra004949",155,136,278,69,196,63,100,222
"Bra004950",9048.84,8648.77,9192.5,7810.78,12716.99,11220.17,21735.89,13822.55
"Bra004951",141,140,152,168,183,174,321,215
"Bra004952",0,0,0,0,0,0,0,0
"Bra004953",161,182,267,170,242,231,583,255
"Bra004954",220,323,651,226,545,323,419,456
"Bra004955",133,18,36,14.01,35,9,24,25.01
"Bra004956",39,32,45,28,76,41,114,76
"Bra004957",2,4,3,2,7,4,9,7
"Bra004958",168,161,208,100,189.92,158,426,226
"Bra004959",30.28,36.83,33,23,51,55,78.29,56
"Bra004960",214,327,623,168,514,224,621,264
"Bra004961",27,36,66,36,91.65,44,54.47,62.84
"Bra004962",329,249,424,425,313,274,792,509
"Bra004963",394,378,631,291,581,412,964,701
"Bra004964",888,1105,1153,536,654,1072,1868,1583
"Bra004965",83,127,132,100,140,121,303,171
"Bra004966",9,1,3,1,0,0,0,3
"Bra004967",24,34,65,30,12,61,167,96
"Bra004968",12,10,16,5,18,3.14,15,12.32
"Bra004969",81,65,81,64,128,100,151,91
"Bra004970",332,395,457,299,696,461,994,606
"Bra004971",0,0,0,0,1,0,3,3.85
"Bra004972",1,0,1,0,0,3,10,5.15
"Bra004973",45,35,67,28,38,39,57,68
"Bra004974",2,1,2,4,0,0,1,1
"Bra004976",0,17.79,25.28,0,13.67,38.12,1,0
"Bra004977",26.77,24.84,31.5,28.54,25.64,17.18,54.17,39.73
"Bra004978",0,0,0,0,0,0,0,0
"Bra004979",226,157.85,227.94,136.97,245.99,191.95,406.83,241.95
"Bra004980",2,1,1,1,1,1,1,4
"Bra004981",0,0,0,0,0,0,0,0
"Bra004982",115,146,185,92,227,209,389,246
"Bra004983",129,393,339,117,352,272,509,327
"Bra004984",87,113,165,92,139,112,284,144
"Bra004985",0,0,0,0,0,0,0,0
"Bra004986",2,1,1,1,3,9,0,1
"Bra004987",2917.82,955.37,794.87,917.54,1223.65,2024.9,2030.59,1573.77
"Bra004988",8,3,5,1,2,2,18,17
"Bra004989",4523,4973,6424,6206,7508,6719,10380,5790
"Bra004990",9059.34,2936.49,2183.04,2867.98,4186.04,5959.45,6755.26,5060.64
"Bra004991",140,282,340,217,151,343,447,571
"Bra004992",165,117,158,131,214,151,319,206
"Bra004993",575,484,747,464,721,609,1452,975
"Bra004994",1372,1018,1459,593,848,754,3062,2260
"Bra004995",268,242,298,169,334,241.35,446,276
"Bra004996",30,7,27,31,25,31,61,101
"Bra004997",921,1091,1322,1025,1324,1491,2583,1758
"Bra004998",306,358,484,299,479,609,820,533
"Bra004999",1316,849,1093,832,1125,1553,1941,1285
"Bra005000",272,245,336,257,353,278,728,434
"Bra005001",469,479,715,486,626,454,1095,890
"Bra005002",388,455,571,353,495,439,1130,864
"Bra005003",268,287,289.79,195.06,350.85,335.35,674.85,404
"Bra005004",1341,2511,2481,886,1272,1695,4236,1951
"Bra005005",4330.8,2258.71,3164.38,2086.89,2844.81,3138.69,4630.54,4540.46
"Bra005006",55,70,104,42,79,58,195,143
"Bra005007",182,212,188,161,361,318,471,367
"Bra005008",1,0,0,0,0,1,0,0
"Bra005009",36,42,66,36,49,19,114,72
"Bra005010",8,6,0,6,3,3,19,2
"Bra005011",249,341,214.59,200.84,337.82,487,676.75,296.78
"Bra005012",1241.71,2215.26,2733.71,1628.81,2496.79,1519.88,3076.2,2963.14
"Bra005013",88,135,200,82,176,84,201,186
"Bra005014",0,5,0,6,3,5,11,0
"Bra005015",0,0,0,0,0,0,0,0
"Bra005016",0,0,0,0,0,0,0,0
"Bra005017",0,0,0,0,0,0,0,0
"Bra005018",477,458,832,488,602,555,1318.71,1041
"Bra005019",3815.62,2281.44,1579.5,2714.76,4403.16,2355.87,4007.67,4925.76
"Bra005020",147,229,245,182,279,171,411,290
"Bra005021",259.15,256.21,265.19,222.5,439.23,361.36,665.72,308.33
"Bra005022",89,64,121,88,133,78,163,195
"Bra005023",19.53,48.71,67.11,23.71,0,66.54,47.03,26.81
"Bra005024",0,0,0,0,0,0,0,0
"Bra005025",146,231,225,103,371,230,324,390
"Bra005026",259,411,522,263,478,425,861,439
"Bra005027",70,105,158,97,124,118,318,147
"Bra005028",0,0,0,0,0,0,0,0
"Bra005029",59,61,90,50,78.34,73,154.29,122
"Bra005030",8,12,21,21,29,26,34,36
"Bra005031",198,222,306,204,322,232,523,375
"Bra005032",6,3,8,7,4,5,12,8
"Bra005033",967.84,367,481,434,740,671,1279.56,1307
"Bra005034",5,9,4,3,14,3,7,7
"Bra005035",0,0,1,1,1,1,3,1
"Bra005036",921,803.03,961.89,651,1070.08,949.08,2104,1158.87
"Bra005037",225,167,277,320,202,227,418,215
"Bra005038",318,401,462.34,259,606,467,790,513
"Bra005039",112,148,169,125,184,157,317,204
"Bra005040",90,66,84,43,91,91,169,115
"Bra005041",59,43,59,36,80,57,172,94
"Bra005042",0,0,0,0,0,0,0,0
"Bra005043",44.63,50.77,54.06,31.13,85.49,74.45,102.44,81.28
"Bra005044",0,1,0,0,0,0,0,0
"Bra005045",10,1,1,5.78,0,1,0,2
"Bra005046",1,2,3,3.22,4,0,4,3
"Bra005047",0,0,0,0,5,0,0,0
"Bra005048",510.91,494.05,618.57,360.68,759.83,889.12,2202.67,1092.55
"Bra005049",96.09,35.95,114.43,49.32,74.17,49.88,105.33,75.45
"Bra005050",445,313.5,476.82,258.43,455.2,446.5,902.22,789.01
"Bra005051",0,0,0,0,0,0,0,0
"Bra005052",445,313.5,476.82,258.43,455.2,446.5,902.22,789.01
"Bra005053",0,3,2,2,0,2,1,5
"Bra005054",223,232,302,144,212,223,537,348
"Bra005055",0,0,0,0,0,0,2,0
"Bra005056",222,178,275,156,246,208,417,279
"Bra005057",180,210,316,139,258,237,445,332
"Bra005058",266,177.18,253,148,270,185.37,400.42,394.38
"Bra005059",189,352,402,156,329,391,671,368
"Bra005060",494,490,599,399,648,635,1424,623
"Bra005061",416,261,253,496,312,431,1581,889
"Bra005062",1,1,1,2,0,1,0,0
"Bra005063",182,209,244,128,323,215,362,332
"Bra005064",179,183,184,115,234,168,474,302
"Bra005065",0,0,0,0,0,0,0,0
"Bra005066",160,172,214,140,270,142,489,302
"Bra005067",183,178,245,145,294,251,398,252
"Bra005068",123,127,172,112,212,182,429,241
"Bra005069",1,0,0,1.01,0,0,0,1
"Bra005070",115.56,244.71,252.74,70.27,153.51,208.05,367.53,181.69
"Bra005071",121.44,185.29,325.26,85.72,99.49,211.95,309.47,194.31
"Bra005072",0,0,0,0,0,0,0,0
"Bra005073",3,3,4,2,2,1,1,1
"Bra005074",86,82,120,70,135,111,150,113
"Bra005075",19,1,9,4,7,0,2,4
"Bra005076",1,0,1,3,6,1,0,6
"Bra005077",229,941,493,209,749,693,744,547
"Bra005078",0,0,0,0,0,0,0,0
"Bra005079",76,119.96,204,31,41,64.91,167,125
"Bra005080",0,0,0,0,0,0,0,0
"Bra005081",0,1.04,0,0,0,1.09,0,0
"Bra005082",0,0,0,0,0,0,0,0
"Bra005083",0,0,0,0,0,0,0,0
"Bra005084",1,0,0,0,0,0,0,0
"Bra005085",1,0,0,1,1,0,1,1
"Bra005086",1143.57,1265.93,1236.36,914.05,1981.36,1511.85,2896.72,1797.9
"Bra005087",1539.68,2213.29,2247.38,1229.94,2661.78,2096.76,4944.97,2166.45
"Bra005088",89.43,163.01,148.94,111.48,205.94,216.26,332.56,196.87
"Bra005089",1,0,0,0,0,0,0,0
"Bra005090",124,143,200,100,184,110,276,175
"Bra005091",313.06,247,367.46,225.93,354.55,334.8,777.21,388.11
"Bra005092",74,137,126,37,85,70,226,82.5
"Bra005093",206,235,318,169,286,275,537,293
"Bra005094",0,1,0,0,0,0,0,0
"Bra005095",177,274,207,110,163,284,481,310
"Bra005096",16,8,10,21,16,18,35,19
"Bra005097",479,905,545,508,1318,1194,1959,1102
"Bra005098",3775,5439,4826,3655,10996,9156,10228,4892
"Bra005099",4375,4730,5873,3524,5387,4585,9885,5948
"Bra005100",0,0,0,0,0,0,1,0
"Bra005101",0,0,1,1,0,1,0,0
"Bra005102",1411,502,414,504,753,1016,1179.73,939
"Bra005103",4,3,11,1,4,3,4,7
"Bra005104",3,23,97,13.33,63.26,12,33,69.49
"Bra005105",5,1,4,6,2,4,17,15
"Bra005106",21,32,43,43,48,37,62,56
"Bra005107",712,813,814,705,1042,1026,2058,1167
"Bra005108",1,0,0,1,2,0,0,1
"Bra005109",21,24,27,32,30,23,47,27
"Bra005110",741,614,826,551,812,647,1555,937
"Bra005111",595,459,526,305,323,417,951,583
"Bra005112",18,8,39,25,15,18,95,46
"Bra005113",9,23,34,19,45,23,36,37
"Bra005114",2,1,1,0,4,2,1,0
"Bra005115",4,1,5,8,5,5,15,9
"Bra005116",0,0,0,0,0,0,0,0
"Bra005117",149,394,516,193,346,323,526,447
"Bra005118",16,21,34,8,28,25,7,16
"Bra005119",7.48,1.25,9.26,9.09,13.26,0,24.42,27.68
"Bra005120",14.52,6.75,8.74,1.91,9.74,24,50.58,10.32
"Bra005121",0,0,0,0,0,0,1,1
"Bra005122",0,5,4,1,4,4,6,1
"Bra005123",175,85,129,108,109,128,245,172
"Bra005124",13,5,11,13,7,21,25,10
"Bra005125",87.57,132,209,124,131,133,374.58,218
"Bra005126",846.34,1134.3,1479.75,838,1230,1075.78,2709.61,1665.58
"Bra005127",9.19,14.34,34.32,15.86,31.43,16.93,50.17,50.39
"Bra005128",2,0,2,2,0,4,3,2
"Bra005129",0,0,0,0,0,0,0,0
"Bra005130",0,0,0,0,0,0,0,1
"Bra005131",1756.38,2227.46,2812.47,2639.83,2649.51,2824.33,5184.7,3751.91
"Bra005132",0,1,0,0,0,0,0,0
"Bra005133",0,0,0,0,0,0,0,0
"Bra005134",876,910,830,573,789,1133,1919,965
"Bra005135",68,71,86,56,104,81,192,99
"Bra005136",1972.86,2429.08,2900.36,2239.44,2385.42,3669.42,6231.36,3008.72
"Bra005137",856,1135,1077,1017,1411,1454,1956,1125
"Bra005138",0,0,0,0,0,0,0,0
"Bra005139",25.92,19.04,32.57,23.96,28.08,37.13,79.87,28.5
"Bra005140",76.74,86.98,48,91.87,136.84,79.91,254.58,176.85
"Bra005141",797,997,1075,817,1320,1192,2271,1259
"Bra005142",2,0,2,0,0,0,6,0
"Bra005143",396.67,117,143.48,170.45,29,153,392.07,448.86
"Bra005144",422,427,668,416,546,476,1178,696
"Bra005145",20,17,24,24,26,30,65,32
"Bra005146",6,0,2,1,2,1,1,2
"Bra005147",26,6,10,7,11,6,28,23
"Bra005148",125,52,54,61,159,100,269,182
"Bra005149",2,0,0,0,0,0,0,1
"Bra005150",2,17,4,6,12,26,21,10
"Bra005151",48.1,39,94,45.18,81.18,71,186.18,105
"Bra005152",0,0,0,0,0,0,0,0
"Bra005153",5,13,2,5,7,6,7,7
"Bra005154",161.96,184.98,211.93,139,269,194.96,321.97,284.96
"Bra005155",4,4,0,1,0,1,8,3
"Bra005156",0,1,0,0,0,0,1,0
"Bra005157",1,0,0,0,0,0,0,0
"Bra005158",0,0,0,0,0,0,0,0
"Bra005159",131,57,71,45,77,48,313,236
"Bra005160",0,3,0,2,1,1,2,0
"Bra005161",26,12,17,17,25,10,39,20
"Bra005162",75,182,126,48,91,94,173.88,98
"Bra005163",218,453,528,261,366,430,706,529
"Bra005164",14,28,19,5,6,14,21,28
"Bra005165",7,10,15,6,11,8,9,10
"Bra005166",1,2,4,1,5,7,5,0
"Bra005167",0,2,0,2,0,1,3,1
"Bra005168",1725,969,1515,1218,1568,1196,4122,2595
"Bra005169",800,888,536,594,1894,1193,1440,1095
"Bra005170",0,0,1,0,0,0,0,0
"Bra005171",0,0,0,0,0,0,0,0
"Bra005172",8,51,49,32,52,52,161,135
"Bra005173",0,2,0,0.5,0,6,5,4
"Bra005174",814,1349,1569,603,1093,1444,2011,1670
"Bra005175",512.97,697.43,768.42,404.38,733.06,697,1936.4,992.11
"Bra005176",144,182,210,170,260,266,418,246
"Bra005177",719.69,1087,1638,769,1109,1200.84,2654.76,1713
"Bra005178",881.57,302.82,266.77,325.63,425.22,633.33,566.54,721.29
"Bra005179",2,1,3,2,3,1,7,2
"Bra005180",891.13,1080.82,1288.74,691.81,1849.16,1102.83,2050.87,1672.17
"Bra005181",39,27,27,20,43,37,55,35
"Bra005182",176,181,233,157,274,179,422,257
"Bra005183",434,477,661,476,749,578,1226,826
"Bra005184",70,61,54,30,80,60,103,65
"Bra005185",668,647,766.77,428.47,1120.53,643.3,1661.41,1147.04
"Bra005186",187,1,0,78,91,0,229,155
"Bra005187",493,222,277.48,180,310.5,260.4,498.37,380.53
"Bra005188",172,22,23,36,27,10,191,66
"Bra005189",50,80,115,51,93,87,128,85
"Bra005190",14,20.1,15.08,7.02,19.1,40.21,37.11,31
"Bra005191",717,413,510,366,624,420,1101,648
"Bra005192",0,0,0,0,0,0,0,0
"Bra005193",836.96,1386,1114,533,1198,1147,2680,1820
"Bra005194",4,23,38,3,23,22,28,27
"Bra005195",28,14,123,13,45,20,69,40
"Bra005196",0,0,0,0,0,0,0,0
"Bra005197",1,0,10,1,3,2,1,3
"Bra005198",118,130,154,106,200,150,405,245
"Bra005199",183,391,481,182,385,337,482,259
"Bra005200",68,81,112,33,96,56,112,106
"Bra005201",25,45,41,25,64,50,85,61
"Bra005202",37,46,36,24,57,46,56,46
"Bra005203",67,28,26.14,23,36,76,50,46
"Bra005204",31,49,73,31,47,76,73,38
"Bra005205",11,15,26,9,17,15,33,14
"Bra005206",33,43,12,93,142,53,229,170
"Bra005207",159.28,187.37,188,175.75,227.8,129.25,268.21,249.53
"Bra005208",80.72,70.63,143,57.25,37.2,120.75,198.32,171.47
"Bra005209",272.39,435,449.35,230.81,654.6,421,746.33,533.96
"Bra005210",1,0,1,0,0,0,1,1
"Bra005211",507,455,521,324,544,470,1188,486
"Bra005212",1429,1766,2137,1413,1854,1995,5131,2189
"Bra005213",49,90,122,59.2,65,79,143,79.69
"Bra005214",2,5,9,6,10,2,4,6
"Bra005215",372.72,466.94,520.18,326.38,562.93,531,464.86,526.5
"Bra005216",781.28,819.8,970.82,812.62,934.07,801,819.91,1041.5
"Bra005217",10,10,20,11,14,5,12,7
"Bra005218",12,15,14,10,22,19,48,27
"Bra005219",185,196,314,149,286,274,549,432
"Bra005220",601.96,671.45,962.89,680.1,625.88,657.51,1773.28,958.66
"Bra005221",2011.87,2099,2272,1558.89,2618,3611,7375.94,2452.84
"Bra005222",327,287,342,313,339,395,1016,444
"Bra005223",1,0,0,1,0,1,6,1
"Bra005224",5215,1748,1547,1211,2414,3565,3213,2701
"Bra005225",0,0,0,0,0,0,0,0
"Bra005226",0,0,0,0,0,0,0,0
"Bra005227",262.63,293.23,519.86,376.2,288.14,255.78,417.17,294.67
"Bra005228",0,0,0,0,0,0,0,0
"Bra005229",88.37,21.77,61.14,56.8,60.86,90.22,61.83,3.33
"Bra005230",294,281,388,228,415,319,745,459
"Bra005231",25,11,30,13,16,11,48,18
"Bra005232",125,143,213,147,222,148.42,285,346
"Bra005233",129,121,188,116,197,180,279,211
"Bra005234",11,9,31,16,9,5,22,31
"Bra005235",347,497,519,381,674,425,793,368
"Bra005236",2010.6,1471.7,1620.43,1473.45,1890.45,2184.72,5340.37,3032.39
"Bra005237",0,0,0,0,0,0,0,0
"Bra005238",8,4,10,11,6,12,17,13
"Bra005239",3107,2676,2932,2430,3875,3422,6666,4565
"Bra005240",197,164,224,166,258,291,447,335
"Bra005241",3300.24,5085.22,3760.8,2292.67,5495.24,5103.98,6570.19,3550.49
"Bra005242",408.75,955.78,1108.2,659.33,1443.29,536.96,877.79,503.51
"Bra005243",38,40,60,23,66,32,120,65.96
"Bra005244",0,0,0,1,0,1,1,0
"Bra005245",17.01,320,441,119,681.47,119.06,24.02,131.04
"Bra005246",54,377,332,187,404,152,56,271
"Bra005247",0,6,13,7,8,5,13,5
"Bra005248",0,0,0,0,0,2,0,0
"Bra005249",0,0,0,0,0,0,0,0
"Bra005250",3,3,2,2,7,4,9,9
"Bra005251",121,102,152,90,167,193,256,153
"Bra005252",1,1,3,0,0,1,1,1
"Bra005253",415,605,708,339,691,497,1271,676
"Bra005254",159,109,161,73,188,160,274,162
"Bra005255",19,28,14,14,25,11,36,46
"Bra005256",0,0,0,0,0,0,0,0
"Bra005257",1570,1458,1713,1084,1048,1158,3038,1623
"Bra005258",359,433,710,233,692,469,715,531
"Bra005259",0,0,0,0,0,0,0,0
"Bra005260",3,1,1,8,2,5,4,10
"Bra005261",1388.91,2819.72,4092.78,1799.44,4447.36,2467.85,4032.09,3723.52
"Bra005262",0,0,0,1,0,1,1,0
"Bra005263",83.09,42,37,51,57,67,52.03,99
"Bra005264",1169,1602,2539,1180,2121,1814,2796,2250
"Bra005265",282,284,338,192,430,365,710,449
"Bra005266",0,0,0,0,0,0,0,0
"Bra005267",66,43,44,27,102,65,75,66
"Bra005268",45,44,42,36,29,26,113,53
"Bra005269",1051.51,961.99,892.85,522,1184.33,683.73,2907.55,1065.25
"Bra005270",63.32,33.96,22.97,37.07,51.98,73.61,189.56,69.04
"Bra005271",52.82,35.9,13.78,36.82,51.57,52.13,132.22,37.74
"Bra005272",130.53,76.48,38.77,70.04,145.3,107.9,358.5,123.58
"Bra005273",167.07,131.85,147.93,114.01,202.7,200.69,509.34,202.42
